dteday,hum,weathersit,holiday,season,atemp,temp,hr,casual,registered,cnt
2011-07-05,0.46,1,0,3,0.7576,0.82,16,79,202,281
2012-04-23,0.87,2,0,2,0.303,0.32,2,1,3,4
2012-11-16,0.53,1,0,4,0.3333,0.34,18,22,483,505
2012-06-28,0.34,1,0,3,0.7273,0.82,20,71,399,470
2011-09-20,0.83,2,0,3,0.5606,0.6,16,23,241,264
2012-07-08,0.7,1,0,3,0.7273,0.76,21,58,149,207
2012-04-15,0.44,1,0,2,0.6212,0.66,13,298,383,681
2011-08-05,0.69,1,0,3,0.6212,0.66,2,5,14,19
2011-08-23,0.37,1,0,3,0.6364,0.7,10,56,92,148
2011-02-15,0.49,1,0,1,0.2727,0.3,0,7,12,19
2011-03-16,0.81,2,0,1,0.3485,0.36,10,19,49,68
2012-04-17,0.29,1,0,2,0.6212,0.62,13,52,187,239
2012-09-15,0.69,2,0,3,0.5909,0.6,4,3,3,6
2011-07-28,0.7,1,0,3,0.6515,0.7,6,6,110,116
2011-07-31,0.41,1,0,3,0.7879,0.86,18,91,213,304
2012-08-10,0.65,1,0,3,0.6515,0.7,1,6,35,41
2012-11-23,0.75,1,0,4,0.2576,0.24,4,1,3,4
2011-10-15,0.45,1,0,4,0.5152,0.54,10,115,207,322
2012-12-03,0.77,2,0,4,0.4545,0.46,20,16,284,300
2011-03-09,0.87,2,0,1,0.2424,0.24,8,11,238,249
2011-11-23,0.55,1,0,4,0.4697,0.48,12,9,151,160
2011-01-06,0.55,2,0,1,0.2121,0.22,21,0,48,48
2011-06-04,0.3,2,0,2,0.6515,0.74,18,127,214,341
2011-08-18,0.58,1,0,3,0.7121,0.76,11,44,97,141
2012-03-25,0.87,2,0,2,0.4091,0.4,10,78,172,250
2012-08-19,0.73,2,0,3,0.6061,0.64,20,61,213,274
2011-07-28,0.63,1,0,3,0.7879,0.8,20,41,229,270
2011-12-10,0.47,1,0,4,0.2121,0.2,23,5,61,66
2012-07-03,0.62,1,0,3,0.6818,0.74,8,42,604,646
2011-08-28,0.45,1,0,3,0.6515,0.72,20,64,150,214
2012-11-05,0.46,1,0,4,0.3182,0.34,11,31,119,150
2011-01-05,0.38,1,0,1,0.2273,0.24,17,4,186,190
2012-09-11,0.72,1,0,3,0.4545,0.46,5,3,41,44
2011-11-26,0.51,1,0,4,0.4394,0.44,12,137,172,309
2011-01-26,0.87,3,0,1,0.2121,0.22,7,1,29,30
2011-02-02,0.93,3,0,1,0.2121,0.22,4,0,1,1
2012-02-05,0.75,2,0,1,0.2424,0.24,8,4,58,62
2012-07-26,0.74,1,0,3,0.6212,0.66,5,2,40,42
2012-12-31,0.69,2,0,1,0.2121,0.2,10,33,87,120
2012-08-26,0.74,3,0,3,0.697,0.72,12,225,401,626
2011-03-09,0.76,2,0,1,0.303,0.32,12,14,84,98
2012-03-04,0.45,1,0,1,0.2879,0.32,11,64,192,256
2012-06-30,0.89,3,0,3,0.5758,0.64,0,4,65,69
2012-07-19,0.89,3,0,3,0.5909,0.66,23,3,62,65
2011-01-08,0.74,2,0,1,0.1667,0.16,5,0,5,5
2011-09-23,0.94,1,0,4,0.5152,0.6,22,31,126,157
2011-12-02,0.75,1,0,4,0.2879,0.24,1,1,14,15
2011-09-28,0.74,1,0,4,0.6667,0.7,13,24,138,162
2012-05-19,0.3,1,0,2,0.6515,0.74,16,331,311,642
2011-04-03,0.43,1,0,2,0.4091,0.4,10,111,104,215
2011-06-06,0.33,1,0,2,0.6667,0.76,16,34,233,267
2011-02-16,0.4,1,0,1,0.3939,0.38,23,2,31,33
2012-05-29,0.52,1,0,2,0.7727,0.82,13,63,176,239
2012-07-16,0.59,1,0,3,0.7727,0.8,20,66,388,454
2011-09-01,0.73,1,0,3,0.5909,0.62,8,31,467,498
2011-05-21,0.78,1,0,2,0.5455,0.58,23,42,103,145
2012-07-22,0.65,2,0,3,0.6515,0.7,13,238,388,626
2012-06-01,0.66,3,0,2,0.6818,0.72,15,45,213,258
2011-08-18,0.65,2,0,3,0.6212,0.66,1,13,11,24
2012-07-12,0.48,1,0,3,0.6667,0.74,10,69,145,214
2012-01-09,0.56,1,0,1,0.2424,0.24,2,2,3,5
2012-05-07,0.53,2,0,2,0.6212,0.6,16,68,320,388
2011-04-01,0.46,1,0,2,0.303,0.34,16,42,125,167
2011-05-02,0.72,1,0,2,0.4545,0.46,0,68,109,177
2011-03-15,0.7,1,0,1,0.2879,0.26,8,23,259,282
2011-06-01,0.75,2,0,2,0.7424,0.76,10,31,84,115
2011-10-13,0.94,2,0,4,0.5152,0.54,2,0,4,4
2011-08-20,0.83,1,0,3,0.5758,0.62,1,12,35,47
2011-08-14,0.89,2,0,3,0.5909,0.66,8,20,21,41
2011-04-30,0.54,2,0,2,0.4394,0.44,0,33,73,106
2011-10-02,0.76,1,0,4,0.3333,0.36,9,19,96,115
2012-10-11,0.41,1,0,4,0.4394,0.44,10,39,165,204
2011-08-15,0.88,1,0,3,0.5455,0.6,7,10,248,258
2011-12-11,0.26,1,0,4,0.3333,0.3,15,47,219,266
2012-10-06,0.49,1,0,4,0.5152,0.54,17,268,342,610
2012-05-26,0.66,2,0,2,0.697,0.74,19,159,214,373
2012-11-12,0.64,1,1,4,0.5303,0.56,12,105,314,419
2012-03-02,0.57,1,0,1,0.3182,0.32,3,0,3,3
2011-11-28,0.88,1,0,4,0.4394,0.44,3,1,4,5
2011-01-31,0.59,1,0,1,0.197,0.2,4,0,2,2
2011-08-04,0.66,2,0,3,0.697,0.74,11,37,112,149
2011-03-01,0.39,1,0,1,0.3485,0.32,13,13,65,78
2011-09-04,0.7,1,0,3,0.697,0.74,20,104,125,229
2011-04-22,1.0,3,0,2,0.303,0.3,22,3,21,24
2011-05-23,0.62,2,0,2,0.6818,0.72,16,56,223,279
2012-07-27,0.66,1,0,3,0.7273,0.76,8,34,642,676
2011-05-06,0.4,1,0,2,0.6212,0.6,14,86,127,213
2012-02-12,0.4,1,0,1,0.1212,0.16,18,4,92,96
2011-12-08,0.55,1,0,4,0.2121,0.22,8,11,418,429
2012-09-15,0.36,2,0,3,0.6212,0.66,16,350,433,783
2012-12-12,0.53,2,0,4,0.303,0.32,17,21,540,561
2012-07-24,0.83,1,0,3,0.6061,0.66,5,5,45,50
2011-04-21,0.25,1,0,2,0.4848,0.5,18,71,381,452
2012-07-30,0.83,1,0,3,0.6061,0.66,3,0,3,3
2011-06-27,0.55,2,0,3,0.6818,0.74,15,76,126,202
2012-12-20,0.7,2,0,4,0.3333,0.3,8,14,585,599
2012-07-06,0.3,1,0,3,0.7424,0.86,10,80,130,210
2011-04-22,0.53,1,0,2,0.3182,0.34,4,1,2,3
2011-09-18,0.72,1,0,3,0.4848,0.5,10,82,178,260
2012-03-02,0.75,1,0,1,0.303,0.28,8,16,533,549
2011-05-31,0.66,1,0,2,0.697,0.74,7,16,219,235
2012-05-26,0.62,2,0,2,0.6818,0.72,21,100,151,251
2012-03-31,0.87,2,0,2,0.3485,0.36,7,5,39,44
2011-06-23,0.7,1,0,3,0.6818,0.72,19,56,344,400
2012-03-10,0.41,1,0,1,0.2121,0.24,4,1,3,4
2012-04-03,0.19,1,0,2,0.5303,0.56,13,120,225,345
2012-04-05,0.43,1,0,2,0.3939,0.38,5,1,28,29
2012-05-10,0.39,1,0,2,0.5152,0.54,13,90,228,318
2012-04-22,0.77,3,0,2,0.4242,0.42,7,2,22,24
2011-08-28,0.36,1,0,3,0.7121,0.8,16,196,295,491
2012-02-13,0.54,1,0,1,0.1667,0.12,4,0,2,2
2012-05-01,0.72,2,0,2,0.5,0.52,5,0,17,17
2012-07-08,0.59,1,0,3,0.7727,0.8,3,1,34,35
2011-09-01,0.51,2,0,3,0.6667,0.72,12,64,165,229
2011-03-31,0.93,3,0,2,0.2273,0.24,2,0,5,5
2011-06-02,0.28,1,0,2,0.6515,0.74,11,42,123,165
2012-03-21,0.94,3,0,2,0.4697,0.48,8,33,502,535
2012-01-28,0.44,1,0,1,0.4242,0.42,17,57,233,290
2012-01-25,0.65,2,0,1,0.3182,0.28,23,3,63,66
2011-05-01,0.76,1,0,2,0.4091,0.4,4,6,11,17
2011-09-21,0.78,2,0,3,0.5909,0.64,12,42,151,193
2011-02-26,0.45,2,0,1,0.3182,0.32,12,45,115,160
2011-12-06,0.94,3,0,4,0.4545,0.46,10,6,44,50
2012-09-17,0.77,1,0,3,0.4848,0.5,3,0,7,7
2012-01-03,0.46,1,0,1,0.1061,0.1,22,0,33,33
2012-04-11,0.46,3,0,2,0.3939,0.38,15,50,152,202
2011-03-07,0.29,1,0,1,0.303,0.34,17,27,206,233
2012-08-08,0.74,1,0,3,0.697,0.72,22,35,198,233
2012-03-10,0.41,1,0,1,0.2273,0.26,3,0,16,16
2011-06-27,0.58,2,0,3,0.6667,0.72,13,37,127,164
2011-05-06,0.49,1,0,2,0.5303,0.56,12,48,198,246
2011-07-04,0.55,2,1,3,0.697,0.76,20,195,191,386
2011-11-28,0.88,2,0,4,0.4394,0.44,9,17,191,208
2012-12-20,0.57,2,0,4,0.3182,0.34,11,22,168,190
2012-03-21,0.83,1,0,2,0.5152,0.54,21,47,204,251
2011-09-08,0.83,2,0,3,0.6364,0.68,13,14,112,126
2012-06-17,0.64,1,0,2,0.5455,0.58,23,29,79,108
2012-10-02,0.88,3,0,4,0.5606,0.62,16,46,328,374
2011-02-27,0.87,1,0,1,0.2879,0.26,3,3,8,11
2012-09-05,0.7,1,0,3,0.7273,0.76,16,86,344,430
2012-06-12,0.89,2,0,2,0.5758,0.64,9,31,254,285
2011-12-04,0.62,1,0,4,0.4242,0.42,15,69,227,296
2012-10-25,0.83,2,0,4,0.5152,0.54,23,13,122,135
2012-08-07,0.83,1,0,3,0.6364,0.68,4,2,7,9
2012-08-11,0.83,1,0,3,0.6061,0.66,8,30,132,162
2011-12-18,0.69,1,0,4,0.2576,0.2,8,1,31,32
2012-08-04,0.65,1,0,3,0.7576,0.78,9,61,217,278
2011-05-04,0.77,3,0,2,0.5,0.52,0,5,22,27
2012-03-30,0.54,2,0,2,0.3939,0.38,12,62,208,270
2012-10-24,0.83,2,0,4,0.5,0.52,8,24,777,801
2011-02-14,0.43,1,0,1,0.3939,0.38,19,12,86,98
2012-03-17,0.57,1,0,1,0.6212,0.62,18,221,339,560
2012-12-07,0.71,2,0,4,0.3485,0.36,14,40,175,215
2012-12-27,0.87,2,0,1,0.197,0.24,2,0,2,2
2011-04-01,0.5,1,0,2,0.3333,0.36,13,18,92,110
2012-11-09,0.38,1,0,4,0.4545,0.46,16,57,377,434
2011-03-24,1.0,2,0,2,0.2879,0.3,1,0,3,3
2011-02-22,0.74,2,0,1,0.1212,0.14,9,5,101,106
2012-04-18,0.32,1,0,2,0.5152,0.54,0,3,35,38
2012-10-21,0.37,1,0,4,0.5303,0.56,13,243,383,626
2012-06-29,0.61,1,0,3,0.6515,0.7,7,19,361,380
2012-10-18,0.64,2,0,4,0.5303,0.56,18,68,720,788
2011-01-29,0.55,2,0,1,0.2273,0.22,13,9,56,65
2011-09-19,0.6,2,0,3,0.6061,0.6,16,55,208,263
2012-04-18,0.51,3,0,2,0.4545,0.46,12,15,95,110
2012-12-14,0.72,1,0,4,0.2121,0.2,7,3,305,308
2012-07-17,0.49,2,0,3,0.7879,0.84,10,37,122,159
2012-12-06,0.55,1,0,4,0.2121,0.22,6,2,122,124
2012-10-24,0.64,1,0,4,0.5455,0.58,11,47,189,236
2011-03-06,0.77,2,0,1,0.4242,0.42,1,12,27,39
2012-03-03,0.87,3,0,1,0.3939,0.38,9,7,87,94
2012-12-07,0.75,1,0,4,0.2727,0.26,4,0,10,10
2012-06-28,0.26,1,0,3,0.7424,0.86,13,31,205,236
2012-09-23,0.35,1,0,4,0.5303,0.56,17,227,496,723
2012-01-20,0.35,2,0,1,0.2273,0.22,15,12,144,156
2011-09-13,0.51,1,0,3,0.6667,0.74,17,72,507,579
2012-07-24,0.62,1,0,3,0.7121,0.76,18,110,767,877
2011-12-14,0.57,2,0,4,0.3636,0.36,13,14,119,133
2012-10-20,0.43,1,0,4,0.5303,0.56,15,308,403,711
2012-12-09,0.93,3,0,4,0.3636,0.36,22,3,75,78
2012-02-05,0.61,1,0,1,0.303,0.3,14,40,203,243
2012-07-23,0.94,2,0,3,0.5909,0.66,2,3,14,17
2012-08-08,0.52,2,0,3,0.7424,0.8,14,63,173,236
2011-05-21,0.61,1,0,2,0.6061,0.62,10,122,201,323
2011-03-05,0.67,2,0,1,0.4545,0.46,13,60,130,190
2012-06-24,0.34,1,0,3,0.7273,0.82,18,186,348,534
2011-09-06,0.88,2,0,3,0.5152,0.54,17,15,276,291
2012-11-01,0.61,1,0,4,0.3333,0.34,6,2,146,148
2012-07-12,0.35,1,0,3,0.6818,0.78,12,71,221,292
2012-11-27,0.66,2,0,4,0.3333,0.32,0,2,24,26
2012-07-16,0.59,1,0,3,0.7727,0.8,10,69,117,186
2012-09-17,0.69,2,0,3,0.6061,0.62,12,62,233,295
2012-01-12,0.93,3,0,1,0.3485,0.34,5,0,16,16
2012-04-15,0.5,1,0,2,0.6212,0.66,23,25,65,90
2011-06-29,0.3,1,0,3,0.7121,0.82,16,60,268,328
2011-05-13,0.88,3,0,2,0.4848,0.5,23,31,88,119
2011-09-01,0.57,2,0,3,0.6212,0.66,21,17,160,177
2012-05-23,0.83,1,0,2,0.5606,0.6,23,23,83,106
2011-03-22,0.58,2,0,2,0.4091,0.4,23,4,28,32
2012-11-14,0.7,1,0,4,0.2424,0.24,23,9,78,87
2012-07-30,0.74,2,0,3,0.697,0.72,8,31,720,751
2011-08-28,0.48,1,0,3,0.6667,0.72,19,140,247,387
2012-07-24,0.7,1,0,3,0.697,0.74,8,49,694,743
2011-11-19,0.56,1,0,4,0.2424,0.26,8,12,80,92
2011-05-16,0.69,1,0,2,0.5909,0.6,9,38,156,194
2012-09-06,0.7,1,0,3,0.6818,0.72,18,74,761,835
2012-03-31,0.71,1,0,2,0.4242,0.42,19,93,191,284
2011-08-25,0.84,2,0,3,0.7121,0.72,18,31,377,408
2011-08-17,0.65,1,0,3,0.6515,0.7,23,20,85,105
2011-08-14,0.79,1,0,3,0.6667,0.7,11,81,117,198
2012-12-23,0.59,1,0,1,0.2273,0.2,9,7,49,56
2012-12-18,0.47,1,0,4,0.4091,0.4,17,39,533,572
2011-09-29,0.61,1,0,4,0.6212,0.64,13,36,175,211
2012-03-10,0.25,1,0,1,0.3636,0.34,15,132,274,406
2012-11-22,0.33,1,1,4,0.4545,0.46,16,101,81,182
2012-01-25,0.65,1,0,1,0.3333,0.3,21,19,166,185
2012-03-01,0.32,1,0,1,0.5455,0.58,16,38,323,361
2012-10-02,0.88,2,0,4,0.5152,0.54,3,1,4,5
2012-01-19,0.54,1,0,1,0.1515,0.12,8,9,414,423
2011-06-17,0.58,1,0,2,0.6515,0.7,10,44,126,170
2011-12-20,0.54,2,0,4,0.4394,0.44,12,16,159,175
2011-03-16,0.58,2,0,1,0.4242,0.42,21,3,75,78
2012-07-07,0.59,1,0,3,0.8333,0.84,9,69,187,256
2011-12-17,0.75,1,0,4,0.2121,0.2,22,7,73,80
2011-10-06,0.67,1,0,4,0.4394,0.44,3,1,4,5
2011-05-05,0.3,1,0,2,0.5152,0.54,13,50,142,192
2012-06-28,0.57,1,0,3,0.6212,0.62,6,8,185,193
2012-02-22,0.54,1,0,1,0.4242,0.42,13,15,175,190
2011-03-04,0.52,1,0,1,0.2727,0.28,11,16,73,89
2012-11-23,0.81,1,0,4,0.303,0.28,1,2,11,13
2011-01-03,0.35,1,0,1,0.2121,0.24,13,8,53,61
2012-11-05,0.43,1,0,4,0.3333,0.36,12,38,206,244
2011-06-07,0.56,1,0,2,0.6818,0.74,20,45,301,346
2011-01-21,0.26,1,0,1,0.1364,0.16,16,0,97,97
2012-09-08,0.62,1,0,3,0.7121,0.76,11,173,405,578
2012-09-28,0.69,2,0,4,0.6212,0.66,11,109,252,361
2011-08-19,0.73,3,0,3,0.5909,0.62,19,33,132,165
2012-10-11,0.39,1,0,4,0.4848,0.5,17,90,737,827
2011-08-04,0.55,1,0,3,0.7576,0.8,14,53,114,167
2012-12-18,0.42,1,0,4,0.4848,0.5,13,51,235,286
2011-03-04,0.64,2,0,1,0.1818,0.18,1,0,4,4
2012-09-13,0.39,1,0,3,0.6515,0.72,14,60,214,274
2011-11-24,0.54,1,1,4,0.4091,0.4,19,15,13,28
2012-02-04,0.87,1,0,1,0.2576,0.24,10,31,193,224
2011-01-06,0.63,2,0,1,0.1667,0.14,6,0,36,36
2011-02-27,0.62,2,0,1,0.3939,0.38,22,2,67,69
2012-08-31,0.49,1,0,3,0.7424,0.8,20,102,254,356
2012-02-05,0.52,1,0,1,0.2879,0.3,19,6,63,69
2012-05-29,0.79,1,0,2,0.6667,0.7,0,12,33,45
2012-01-14,0.41,1,0,1,0.2121,0.22,12,30,189,219
2012-04-28,0.38,1,0,2,0.4242,0.42,14,147,293,440
2012-02-13,0.54,1,0,1,0.1212,0.1,8,4,413,417
2012-11-07,0.56,2,0,4,0.2424,0.26,6,3,115,118
2011-10-07,0.44,1,0,4,0.6212,0.64,16,73,346,419
2012-07-26,0.69,1,0,3,0.6212,0.66,2,5,16,21
2012-03-17,0.94,2,0,1,0.4242,0.42,6,1,29,30
2011-02-12,0.28,1,0,1,0.2727,0.3,11,30,84,114
2012-03-14,0.82,1,0,1,0.4394,0.44,7,20,348,368
2011-02-20,0.33,2,0,1,0.303,0.3,11,72,89,161
2012-04-21,0.82,2,0,2,0.4545,0.46,23,18,73,91
2011-11-09,0.77,1,0,4,0.4394,0.44,20,18,201,219
2011-12-23,0.94,3,0,1,0.3939,0.38,3,0,4,4
2012-08-06,0.7,1,0,3,0.697,0.74,22,50,157,207
2011-06-09,0.37,1,0,2,0.8182,0.9,17,54,355,409
2011-01-25,0.64,1,0,1,0.2273,0.22,22,4,49,53
2012-03-21,0.88,2,0,2,0.4848,0.5,5,4,35,39
2011-08-26,0.62,2,0,3,0.7121,0.76,11,63,151,214
2011-06-25,0.4,1,0,3,0.6515,0.74,12,140,252,392
2012-10-14,0.71,1,0,4,0.4091,0.4,0,8,103,111
2012-04-15,0.42,1,0,2,0.6364,0.7,19,114,265,379
2012-06-13,0.65,2,0,2,0.6061,0.64,10,64,134,198
2012-02-09,0.52,1,0,1,0.3182,0.3,21,8,169,177
2012-11-08,0.39,1,0,4,0.2879,0.3,6,2,122,124
2011-03-07,0.42,1,0,1,0.2727,0.3,12,28,68,96
2012-09-16,0.44,1,0,3,0.6212,0.66,12,188,468,656
2011-06-21,0.83,1,0,3,0.6061,0.66,11,52,119,171
2011-09-30,0.83,1,0,4,0.5,0.52,2,6,9,15
2012-06-26,0.33,1,0,3,0.6212,0.62,0,8,29,37
2012-10-28,0.51,2,0,4,0.4697,0.48,10,120,314,434
2012-11-12,0.6,1,1,4,0.6061,0.6,13,108,312,420
2011-09-02,0.83,2,0,3,0.5606,0.6,5,0,20,20
2012-04-19,0.72,2,0,2,0.4545,0.46,9,31,270,301
2012-07-29,0.62,1,0,3,0.6818,0.74,10,123,258,381
2012-09-01,0.44,2,0,3,0.7879,0.86,15,257,306,563
2011-01-25,0.65,2,0,1,0.2576,0.26,19,13,133,146
2012-12-31,0.6,2,0,1,0.2576,0.26,19,11,108,119
2011-09-27,0.89,2,0,4,0.5758,0.64,19,26,294,320
2012-01-17,0.7,2,0,1,0.2273,0.26,0,0,12,12
2012-07-07,0.63,1,0,3,0.8333,0.82,8,32,120,152
2012-07-14,0.84,1,0,3,0.7121,0.72,20,101,255,356
2012-05-07,0.53,2,0,2,0.6212,0.6,17,102,667,769
2012-01-11,0.81,3,0,1,0.3333,0.32,14,3,70,73
2011-04-10,0.72,2,0,2,0.5,0.52,17,84,152,236
2011-10-26,0.88,1,0,4,0.4848,0.5,20,27,180,207
2012-10-02,0.83,3,0,4,0.5455,0.58,6,3,176,179
2012-10-09,0.75,2,0,4,0.4394,0.44,10,33,131,164
2012-06-20,0.89,2,0,2,0.5909,0.66,7,20,444,464
2012-01-06,0.7,1,0,1,0.2424,0.24,9,4,237,241
2012-03-26,0.77,1,0,2,0.4394,0.44,5,0,36,36
2011-12-29,0.65,1,0,1,0.303,0.3,23,1,44,45
2011-11-14,0.6,2,0,4,0.5152,0.54,11,22,106,128
2012-04-20,0.53,1,0,2,0.6212,0.6,19,82,410,492
2011-11-29,0.73,3,0,4,0.5303,0.56,9,5,197,202
2012-04-10,0.71,1,0,2,0.3333,0.34,4,0,2,2
2012-11-29,0.61,1,0,4,0.3182,0.28,23,6,124,130
2012-06-04,0.39,1,0,2,0.6212,0.66,16,73,375,448
2011-02-16,0.55,2,0,1,0.2273,0.22,8,6,224,230
2011-06-01,0.89,2,0,2,0.6364,0.68,4,0,4,4
2011-09-05,0.74,2,1,3,0.6667,0.7,0,31,66,97
2011-01-21,0.21,1,0,1,0.1515,0.2,13,8,65,73
2012-04-27,0.44,1,0,2,0.4242,0.42,4,0,6,6
2012-05-18,0.82,1,0,2,0.4545,0.46,7,40,475,515
2012-10-26,0.88,2,0,4,0.5,0.52,5,3,47,50
2011-03-05,0.76,2,0,1,0.4091,0.4,11,43,116,159
2012-03-10,0.35,1,0,1,0.2273,0.26,10,47,176,223
2012-01-03,0.39,1,0,1,0.0909,0.14,16,7,129,136
2011-10-25,0.37,1,0,4,0.5303,0.56,15,63,171,234
2011-09-09,0.94,1,0,3,0.5606,0.64,20,30,180,210
2011-01-16,0.37,1,0,1,0.2121,0.22,17,23,82,105
2012-06-10,0.69,1,0,2,0.6061,0.62,5,3,10,13
2012-05-18,0.52,1,0,2,0.5303,0.56,22,57,194,251
2012-01-07,0.75,1,0,1,0.303,0.28,10,43,160,203
2011-05-11,0.5,1,0,2,0.6212,0.62,18,40,234,274
2012-12-07,0.93,2,0,4,0.3636,0.36,21,9,162,171
2011-05-14,0.94,3,0,2,0.4848,0.5,8,16,72,88
2012-10-28,0.88,3,0,4,0.4394,0.44,21,2,44,46
2012-06-26,0.52,1,0,3,0.5,0.52,6,12,176,188
2011-10-06,0.66,1,0,4,0.4091,0.4,6,4,110,114
2011-04-24,0.65,1,0,2,0.6212,0.66,11,124,193,317
2011-09-04,0.84,1,0,3,0.5758,0.64,6,0,3,3
2012-10-15,0.59,1,0,4,0.5,0.52,21,16,190,206
2012-01-17,0.63,1,0,1,0.4545,0.46,16,14,205,219
2011-01-20,0.48,1,0,1,0.2273,0.26,10,1,56,57
2012-06-21,0.74,1,0,3,0.697,0.72,3,3,8,11
2011-07-09,0.58,1,0,3,0.6667,0.72,23,47,93,140
2012-02-04,0.7,2,0,1,0.2879,0.3,13,58,244,302
2011-04-08,0.86,2,0,2,0.3333,0.34,4,0,1,1
2011-03-29,0.25,1,0,2,0.303,0.34,13,24,80,104
2012-04-24,0.7,1,0,2,0.2879,0.3,4,0,3,3
2012-09-19,0.59,1,0,3,0.4848,0.5,21,25,324,349
2012-09-09,0.73,2,0,3,0.5303,0.56,0,18,106,124
2011-07-19,0.79,3,0,3,0.697,0.72,23,19,73,92
2011-06-07,0.43,2,0,2,0.7273,0.8,13,55,141,196
2011-01-28,0.65,1,0,1,0.2121,0.24,22,0,26,26
2011-09-04,0.62,2,0,3,0.7424,0.78,13,245,174,419
2012-05-09,0.82,3,0,2,0.4848,0.5,21,4,30,34
2012-11-24,0.37,1,0,4,0.4091,0.4,0,9,33,42
2012-03-06,0.55,1,0,1,0.1818,0.16,7,5,270,275
2012-12-22,0.48,1,0,1,0.2121,0.24,19,9,51,60
2011-03-21,0.71,2,0,2,0.303,0.34,3,0,1,1
2012-12-20,0.61,1,0,4,0.3333,0.32,0,2,40,42
2012-11-07,0.52,2,0,4,0.2576,0.28,4,0,9,9
2011-10-01,0.82,3,0,4,0.3939,0.38,11,30,102,132
2012-03-04,0.49,1,0,1,0.2727,0.3,9,14,104,118
2012-07-21,0.83,3,0,3,0.5606,0.6,12,156,301,457
2012-02-04,0.87,1,0,1,0.2879,0.24,8,4,86,90
2011-07-25,0.59,1,0,3,0.803,0.82,10,30,54,84
2011-03-27,0.55,3,0,2,0.2273,0.22,2,6,15,21
2011-03-05,0.67,2,0,1,0.4394,0.44,12,46,121,167
2012-02-24,0.81,3,0,1,0.3485,0.36,10,22,119,141
2012-10-24,0.88,1,0,4,0.4848,0.5,7,20,506,526
2011-06-13,0.39,1,0,2,0.6364,0.7,17,72,529,601
2012-06-23,0.27,1,0,3,0.697,0.8,19,185,240,425
2012-05-02,0.84,3,0,2,0.5303,0.56,6,3,117,120
2011-05-23,0.88,1,0,2,0.5455,0.6,8,50,359,409
2011-06-21,0.7,2,0,3,0.7273,0.76,18,67,469,536
2011-06-17,0.65,1,0,2,0.6515,0.7,12,49,194,243
2012-12-27,0.65,1,0,1,0.2273,0.26,8,2,206,208
2012-02-12,0.4,1,0,1,0.1364,0.16,19,2,78,80
2012-10-11,0.43,1,0,4,0.4091,0.4,9,27,328,355
2012-02-20,0.87,2,1,1,0.2576,0.24,0,5,36,41
2012-10-15,0.73,2,0,4,0.5303,0.56,5,2,38,40
2012-08-12,0.4,1,0,3,0.6818,0.76,15,235,342,577
2012-12-20,0.66,1,0,4,0.3485,0.32,2,2,6,8
2011-09-30,0.55,1,0,4,0.5,0.52,22,30,129,159
2012-02-03,0.7,1,0,1,0.2727,0.26,23,3,74,77
2012-05-06,0.64,2,0,2,0.6061,0.6,12,207,351,558
2012-12-06,0.48,1,0,4,0.2424,0.26,1,0,16,16
2011-12-01,0.53,1,0,4,0.303,0.32,10,7,86,93
2011-02-18,0.33,1,0,1,0.6212,0.64,18,29,195,224
2011-11-21,1.0,3,0,4,0.4394,0.44,4,0,5,5
2011-09-08,0.94,2,0,3,0.5909,0.66,12,17,85,102
2012-05-08,0.72,2,0,2,0.5,0.52,5,0,20,20
2012-04-04,0.46,2,0,2,0.6212,0.6,13,70,181,251
2012-04-24,0.66,1,0,2,0.303,0.32,7,3,387,390
2012-06-30,0.3,1,0,3,0.7727,0.88,12,143,328,471
2011-03-01,0.65,1,0,1,0.2273,0.24,23,2,23,25
2012-08-07,0.46,2,0,3,0.7576,0.82,14,76,185,261
2011-05-30,0.7,1,1,2,0.697,0.74,21,42,107,149
2011-07-04,0.78,2,1,3,0.6061,0.66,4,8,4,12
2011-03-03,0.31,1,0,1,0.1212,0.16,4,0,1,1
2011-09-01,0.73,1,0,3,0.5303,0.56,5,1,22,23
2011-08-03,0.51,2,0,3,0.6667,0.74,8,29,408,437
2012-03-19,0.57,2,0,1,0.6212,0.64,14,60,200,260
2011-10-30,0.75,1,0,4,0.2121,0.24,5,0,4,4
2011-06-07,0.48,2,0,2,0.6818,0.76,10,37,86,123
2012-10-03,0.7,2,0,4,0.6515,0.7,12,69,289,358
2011-03-06,1.0,3,0,1,0.4394,0.44,14,12,27,39
2011-12-23,0.76,1,0,1,0.4091,0.4,8,9,173,182
2011-12-30,0.62,1,0,1,0.3485,0.36,18,19,163,182
2012-05-11,0.55,1,0,2,0.4545,0.46,0,17,47,64
2012-02-20,0.27,1,1,1,0.3939,0.38,17,27,226,253
2012-09-10,0.72,1,0,3,0.4848,0.5,5,4,36,40
2011-05-14,0.88,2,0,2,0.4848,0.5,6,2,9,11
2011-07-03,0.83,3,0,3,0.5758,0.62,5,0,1,1
2011-07-26,0.83,1,0,3,0.6364,0.68,6,2,108,110
2011-09-09,0.79,1,0,3,0.6667,0.7,17,54,451,505
2011-02-19,0.12,1,0,1,0.4697,0.48,0,6,23,29
2011-10-02,0.81,2,0,4,0.3485,0.36,18,16,158,174
2011-12-21,0.88,3,0,1,0.4545,0.46,12,3,58,61
2012-11-04,0.81,1,0,4,0.2879,0.26,1,26,139,165
